ts,dir,result,gate,detail
2025.11.13 07:23:00,L,BLOCK,trend_strength,adx=17.66,min=19.50
2025.11.13 07:24:00,L,BLOCK,momentum,
2025.11.13 07:25:00,L,BLOCK,momentum,
2025.11.13 07:26:00,L,BLOCK,momentum,
2025.11.13 07:27:00,L,BLOCK,momentum,
2025.11.13 07:28:00,L,BLOCK,momentum,
2025.11.13 07:29:00,L,PASS,all,tq=8
2025.11.13 13:03:00,L,BLOCK,price_pos,px=4229.392,ema25=4238.160
2025.11.13 13:04:00,L,BLOCK,price_pos,px=4230.613,ema25=4237.486
2025.11.13 13:05:00,L,BLOCK,price_pos,px=4228.736,ema25=4236.957
2025.11.13 13:06:00,L,BLOCK,price_pos,px=4226.891,ema25=4236.325
2025.11.13 13:07:00,L,BLOCK,price_pos,px=4229.022,ema25=4235.599
2025.11.13 13:08:00,L,BLOCK,price_pos,px=4231.668,ema25=4235.093
2025.11.13 13:09:00,L,BLOCK,price_pos,px=4230.233,ema25=4234.830
2025.11.13 13:10:00,L,BLOCK,price_pos,px=4228.038,ema25=4234.476
2025.11.13 13:11:00,L,BLOCK,mtf,
2025.11.13 13:12:00,L,BLOCK,mtf,
2025.11.13 13:13:00,L,BLOCK,mtf,
2025.11.13 13:14:00,L,BLOCK,mtf,
2025.11.13 13:16:00,L,BLOCK,trend_strength,adx=18.21,min=19.50
2025.11.13 13:17:00,L,BLOCK,mtf,
2025.11.13 13:18:00,L,BLOCK,mtf,
2025.11.13 13:21:00,L,BLOCK,trend_strength,adx=17.60,min=19.50
2025.11.13 13:25:00,L,BLOCK,mtf,
2025.11.13 13:26:00,L,BLOCK,mtf,
2025.11.13 13:27:00,L,BLOCK,mtf,
2025.11.13 13:29:00,L,BLOCK,mtf,
2025.11.13 13:31:00,L,BLOCK,mtf,
2025.11.14 07:51:00,S,BLOCK,htf_trend,
2025.11.14 07:52:00,S,BLOCK,htf_trend,
2025.11.14 07:53:00,S,BLOCK,htf_trend,
2025.11.14 07:54:00,S,BLOCK,htf_trend,
2025.11.14 07:55:00,S,BLOCK,htf_trend,
2025.11.14 07:56:00,S,BLOCK,htf_trend,
2025.11.14 07:57:00,S,BLOCK,htf_trend,
2025.11.14 07:58:00,S,BLOCK,htf_trend,
2025.11.14 07:59:00,S,BLOCK,htf_trend,
2025.11.14 08:00:00,S,BLOCK,htf_trend,
2025.11.14 08:01:00,S,BLOCK,htf_trend,
2025.11.14 08:02:00,S,BLOCK,htf_trend,
2025.11.14 08:03:00,S,BLOCK,htf_trend,
2025.11.14 08:04:00,S,BLOCK,htf_trend,
2025.11.14 08:05:00,S,BLOCK,htf_trend,
2025.11.14 08:06:00,S,BLOCK,htf_trend,
2025.11.14 08:07:00,S,BLOCK,htf_trend,
2025.11.14 08:08:00,S,BLOCK,htf_trend,
2025.11.14 08:09:00,S,BLOCK,htf_trend,
2025.11.14 08:10:00,S,BLOCK,htf_trend,
2025.11.14 08:11:00,S,BLOCK,htf_trend,
2025.11.14 08:12:00,S,BLOCK,htf_trend,
2025.11.14 08:13:00,S,BLOCK,htf_trend,
2025.11.14 08:14:00,S,BLOCK,htf_trend,
2025.11.14 08:15:00,S,BLOCK,htf_trend,
2025.11.14 08:16:00,S,BLOCK,htf_trend,
2025.11.14 08:17:00,S,BLOCK,htf_trend,
2025.11.14 08:18:00,S,BLOCK,htf_trend,
2025.11.14 08:19:00,S,BLOCK,htf_trend,
2025.11.14 09:10:00,S,BLOCK,price_pos,px=4179.906,ema25=4175.387
2025.11.14 09:11:00,S,BLOCK,price_pos,px=4180.323,ema25=4175.735
2025.11.14 09:12:00,S,BLOCK,price_pos,px=4176.975,ema25=4176.087
2025.11.14 09:13:00,S,BLOCK,price_pos,px=4176.566,ema25=4176.156
2025.11.14 09:21:00,S,BLOCK,momentum,
2025.11.14 09:27:00,S,BLOCK,momentum,
2025.11.14 09:28:00,S,BLOCK,momentum,
2025.11.14 09:29:00,S,PASS,all,tq=9
2025.11.14 14:51:00,S,BLOCK,mtf,
2025.11.14 14:52:00,S,BLOCK,mtf,
2025.11.14 14:53:00,S,BLOCK,mtf,
2025.11.14 14:54:00,S,BLOCK,htf_trend,
2025.11.14 14:55:00,S,BLOCK,htf_trend,
2025.11.14 14:56:00,S,BLOCK,htf_trend,
2025.11.14 14:57:00,S,BLOCK,htf_trend,
2025.11.14 14:58:00,S,BLOCK,htf_trend,
2025.11.14 14:59:00,S,BLOCK,htf_trend,
2025.11.17 00:57:00,S,PASS,all,tq=10
2025.11.17 01:01:00,S,PASS,all,tq=8
2025.11.17 01:03:00,S,BLOCK,price_pos,px=4088.804,ema25=4087.607
2025.11.17 01:04:00,S,BLOCK,price_pos,px=4088.761,ema25=4087.699
2025.11.17 01:05:00,S,PASS,all,tq=9
2025.11.17 01:08:00,S,BLOCK,price_pos,px=4089.009,ema25=4087.894
2025.11.17 01:09:00,S,BLOCK,price_pos,px=4090.150,ema25=4087.980
2025.11.17 01:10:00,S,BLOCK,price_pos,px=4093.995,ema25=4088.147
2025.11.17 01:11:00,S,BLOCK,price_pos,px=4093.701,ema25=4088.597
2025.11.17 01:12:00,S,BLOCK,price_pos,px=4094.467,ema25=4088.989
2025.11.17 01:13:00,S,BLOCK,price_pos,px=4093.310,ema25=4089.411
2025.11.17 01:14:00,S,BLOCK,htf_trend,
2025.11.17 01:15:00,S,BLOCK,htf_trend,
2025.11.17 01:16:00,S,BLOCK,htf_trend,
2025.11.17 01:17:00,S,BLOCK,htf_trend,
2025.11.17 01:18:00,S,BLOCK,htf_trend,
2025.11.17 01:19:00,S,BLOCK,momentum,
2025.11.17 01:20:00,S,BLOCK,momentum,
2025.11.17 01:25:00,S,BLOCK,price_pos,px=4093.553,ema25=4089.617
2025.11.17 01:26:00,S,BLOCK,mtf,
2025.11.17 01:27:00,S,BLOCK,mtf,
2025.11.17 01:28:00,S,BLOCK,mtf,
2025.11.17 01:29:00,S,BLOCK,mtf,
2025.11.17 01:30:00,S,BLOCK,mtf,
2025.11.17 01:31:00,S,BLOCK,mtf,
2025.11.17 01:32:00,S,BLOCK,mtf,
2025.11.17 01:33:00,S,BLOCK,mtf,
2025.11.17 01:34:00,S,BLOCK,htf_trend,
2025.11.17 01:35:00,S,BLOCK,htf_trend,
2025.11.17 01:36:00,S,BLOCK,htf_trend,
2025.11.17 02:31:00,S,BLOCK,trend_quality,tq=0,min=6
2025.11.17 02:32:00,S,BLOCK,price_pos,px=4090.690,ema25=4089.509
2025.11.17 02:33:00,S,BLOCK,price_pos,px=4090.165,ema25=4089.600
2025.11.17 02:36:00,S,BLOCK,momentum,
2025.11.17 02:37:00,S,BLOCK,momentum,
2025.11.17 02:38:00,S,BLOCK,momentum,
2025.11.17 02:39:00,S,BLOCK,momentum,
2025.11.17 02:40:00,S,BLOCK,momentum,
2025.11.17 02:41:00,S,BLOCK,momentum,
2025.11.17 02:52:00,S,BLOCK,momentum,
2025.11.17 02:53:00,S,BLOCK,momentum,
2025.11.17 02:54:00,S,PASS,all,tq=8
2025.11.17 06:33:00,S,BLOCK,price_pos,px=4066.772,ema25=4061.911
2025.11.17 06:34:00,S,BLOCK,htf_trend,
2025.11.17 06:35:00,S,BLOCK,htf_trend,
2025.11.17 06:36:00,S,BLOCK,htf_trend,
2025.11.17 06:37:00,S,BLOCK,htf_trend,
2025.11.17 06:38:00,S,BLOCK,htf_trend,
2025.11.17 06:39:00,S,BLOCK,htf_trend,
2025.11.17 06:40:00,S,BLOCK,htf_trend,
2025.11.17 06:41:00,S,BLOCK,htf_trend,
2025.11.17 06:42:00,S,BLOCK,htf_trend,
2025.11.17 06:43:00,S,BLOCK,htf_trend,
2025.11.17 06:44:00,S,BLOCK,htf_trend,
2025.11.17 06:45:00,S,BLOCK,htf_trend,
2025.11.17 06:46:00,S,BLOCK,htf_trend,
2025.11.17 06:48:00,S,BLOCK,htf_trend,
2025.11.17 11:59:00,S,BLOCK,htf_trend,
2025.11.17 12:00:00,S,BLOCK,htf_trend,
2025.11.17 12:01:00,S,BLOCK,htf_trend,
2025.11.17 12:02:00,S,BLOCK,htf_trend,
2025.11.17 12:03:00,S,BLOCK,htf_trend,
2025.11.17 14:34:00,S,BLOCK,price_pos,px=4074.860,ema25=4067.832
2025.11.17 14:35:00,S,BLOCK,price_pos,px=4076.995,ema25=4068.372
2025.11.17 14:36:00,S,BLOCK,price_pos,px=4078.884,ema25=4069.036
2025.11.17 14:37:00,S,BLOCK,price_pos,px=4081.931,ema25=4069.793
2025.11.17 14:38:00,S,BLOCK,price_pos,px=4075.663,ema25=4070.727
2025.11.17 14:39:00,S,BLOCK,htf_trend,
2025.11.17 14:40:00,S,BLOCK,htf_trend,
2025.11.17 14:42:00,S,BLOCK,htf_trend,
2025.11.17 14:43:00,S,BLOCK,htf_trend,
2025.11.17 14:44:00,S,BLOCK,mtf,
2025.11.17 14:45:00,S,BLOCK,mtf,
2025.11.17 14:50:00,S,BLOCK,trend_strength,adx=18.17,min=19.50
2025.11.17 14:51:00,S,BLOCK,mtf,
2025.11.17 14:52:00,S,BLOCK,mtf,
2025.11.17 14:53:00,S,BLOCK,mtf,
2025.11.17 14:54:00,S,BLOCK,htf_trend,
2025.11.18 00:59:00,S,BLOCK,price_pos,px=4040.169,ema25=4034.998
2025.11.18 01:00:00,S,BLOCK,price_pos,px=4041.483,ema25=4035.396
2025.11.18 01:01:00,S,BLOCK,price_pos,px=4041.505,ema25=4035.864
2025.11.18 01:02:00,S,BLOCK,price_pos,px=4037.522,ema25=4036.298
2025.11.18 01:03:00,S,BLOCK,price_pos,px=4038.558,ema25=4036.392
2025.11.18 01:04:00,S,BLOCK,htf_trend,
2025.11.18 01:05:00,S,BLOCK,htf_trend,
2025.11.18 01:06:00,S,BLOCK,htf_trend,
2025.11.18 01:07:00,S,BLOCK,htf_trend,
2025.11.18 01:08:00,S,BLOCK,htf_trend,
2025.11.18 01:09:00,S,BLOCK,htf_trend,
2025.11.18 01:11:00,S,BLOCK,htf_trend,
2025.11.18 01:12:00,S,BLOCK,htf_trend,
2025.11.18 01:13:00,S,BLOCK,htf_trend,
2025.11.18 01:14:00,S,BLOCK,htf_trend,
2025.11.18 01:15:00,S,BLOCK,htf_trend,
2025.11.18 01:16:00,S,BLOCK,htf_trend,
2025.11.18 01:17:00,S,BLOCK,htf_trend,
2025.11.18 01:18:00,S,BLOCK,htf_trend,
2025.11.18 01:21:00,S,BLOCK,htf_trend,
2025.11.18 02:34:00,S,BLOCK,price_pos,px=4035.089,ema25=4030.218
2025.11.18 02:35:00,S,BLOCK,price_pos,px=4033.817,ema25=4030.593
2025.11.18 02:36:00,S,BLOCK,price_pos,px=4032.657,ema25=4030.841
2025.11.18 02:37:00,S,BLOCK,price_pos,px=4031.923,ema25=4030.981
2025.11.18 02:38:00,S,BLOCK,price_pos,px=4032.049,ema25=4031.053
2025.11.18 02:39:00,S,BLOCK,price_pos,px=4033.425,ema25=4031.130
2025.11.18 02:40:00,S,BLOCK,price_pos,px=4034.609,ema25=4031.306
2025.11.18 02:41:00,S,BLOCK,price_pos,px=4032.652,ema25=4031.560
2025.11.18 02:42:00,S,BLOCK,trend_quality,tq=0,min=6
2025.11.18 02:43:00,S,BLOCK,trend_quality,tq=0,min=6
2025.11.18 02:44:00,S,BLOCK,momentum,
2025.11.18 02:45:00,S,BLOCK,momentum,
2025.11.18 02:46:00,S,BLOCK,momentum,
2025.11.18 02:47:00,S,BLOCK,momentum,
2025.11.18 02:48:00,S,BLOCK,momentum,
2025.11.18 02:49:00,S,BLOCK,momentum,
2025.11.18 02:50:00,S,BLOCK,momentum,
2025.11.18 02:51:00,S,BLOCK,momentum,
2025.11.18 02:52:00,S,BLOCK,momentum,
2025.11.18 02:53:00,S,BLOCK,momentum,
2025.11.18 02:54:00,S,PASS,all,tq=11
2025.11.18 05:20:00,S,BLOCK,htf_trend,
2025.11.18 05:21:00,S,BLOCK,htf_trend,
2025.11.18 05:22:00,S,BLOCK,htf_trend,
2025.11.18 05:23:00,S,BLOCK,htf_trend,
2025.11.18 05:24:00,S,BLOCK,htf_trend,
2025.11.18 05:25:00,S,BLOCK,htf_trend,
2025.11.18 05:26:00,S,BLOCK,htf_trend,
2025.11.18 05:27:00,S,BLOCK,htf_trend,
2025.11.18 05:28:00,S,BLOCK,htf_trend,
2025.11.18 05:29:00,S,BLOCK,htf_trend,
2025.11.18 05:30:00,S,BLOCK,htf_trend,
2025.11.18 05:31:00,S,BLOCK,htf_trend,
2025.11.18 05:32:00,S,BLOCK,htf_trend,
2025.11.18 05:33:00,S,BLOCK,htf_trend,
2025.11.18 05:34:00,S,BLOCK,htf_trend,
2025.11.18 05:35:00,S,BLOCK,htf_trend,
2025.11.18 05:36:00,S,BLOCK,htf_trend,
2025.11.18 05:37:00,S,BLOCK,htf_trend,
2025.11.18 05:38:00,S,BLOCK,htf_trend,
2025.11.18 05:39:00,S,BLOCK,htf_trend,
2025.11.18 05:40:00,S,BLOCK,htf_trend,
2025.11.18 05:41:00,S,BLOCK,htf_trend,
2025.11.18 05:42:00,S,BLOCK,htf_trend,
2025.11.18 05:43:00,S,BLOCK,htf_trend,
2025.11.18 05:44:00,S,BLOCK,htf_trend,
2025.11.18 05:45:00,S,BLOCK,htf_trend,
2025.11.18 05:46:00,S,BLOCK,htf_trend,
2025.11.18 05:47:00,S,BLOCK,htf_trend,
2025.11.18 05:48:00,S,BLOCK,htf_trend,
2025.11.18 07:40:00,S,BLOCK,price_pos,px=4013.011,ema25=4004.299
2025.11.18 07:41:00,S,BLOCK,price_pos,px=4011.898,ema25=4004.969
2025.11.18 07:42:00,S,BLOCK,price_pos,px=4010.635,ema25=4005.502
2025.11.18 07:43:00,S,BLOCK,trend_strength,adx=19.38,min=19.50
2025.11.18 07:44:00,S,BLOCK,trend_strength,adx=18.18,min=19.50
2025.11.18 07:45:00,S,BLOCK,trend_strength,adx=16.39,min=19.50
2025.11.18 07:46:00,S,BLOCK,trend_strength,adx=17.18,min=19.50
2025.11.18 07:47:00,S,BLOCK,trend_strength,adx=19.20,min=19.50
2025.11.18 07:48:00,S,BLOCK,price_pos,px=4016.431,ema25=4008.262
2025.11.18 07:49:00,S,BLOCK,price_pos,px=4014.333,ema25=4008.890
2025.11.18 07:50:00,S,BLOCK,mtf,
2025.11.18 07:51:00,S,BLOCK,mtf,
2025.11.18 07:52:00,S,BLOCK,mtf,
2025.11.18 07:53:00,S,BLOCK,mtf,
2025.11.18 07:55:00,S,BLOCK,mtf,
2025.11.18 07:56:00,S,BLOCK,mtf,
2025.11.18 08:04:00,S,BLOCK,htf_trend,
2025.11.18 08:05:00,S,BLOCK,htf_trend,
2025.11.18 08:06:00,S,BLOCK,htf_trend,
2025.11.18 08:07:00,S,BLOCK,htf_trend,
2025.11.18 08:08:00,S,BLOCK,htf_trend,
2025.11.18 11:59:00,L,BLOCK,htf_trend,
2025.11.18 12:00:00,L,BLOCK,htf_trend,
2025.11.18 12:01:00,L,BLOCK,htf_trend,
2025.11.18 12:02:00,L,BLOCK,htf_trend,
2025.11.18 12:03:00,L,BLOCK,htf_trend,
2025.11.18 12:04:00,L,BLOCK,htf_trend,
2025.11.18 12:05:00,L,BLOCK,htf_trend,
2025.11.18 12:06:00,L,BLOCK,htf_trend,
2025.11.18 12:07:00,L,BLOCK,htf_trend,
2025.11.18 12:08:00,L,BLOCK,htf_trend,
2025.11.18 12:09:00,L,BLOCK,htf_trend,
2025.11.18 12:10:00,L,BLOCK,htf_trend,
2025.11.18 12:11:00,L,BLOCK,htf_trend,
2025.11.18 12:12:00,L,BLOCK,htf_trend,
2025.11.18 12:13:00,L,BLOCK,htf_trend,
2025.11.18 12:14:00,L,BLOCK,htf_trend,
2025.11.18 12:15:00,L,BLOCK,htf_trend,
2025.11.18 12:16:00,L,BLOCK,htf_trend,
2025.11.18 12:17:00,L,BLOCK,htf_trend,
2025.11.18 12:18:00,L,BLOCK,htf_trend,
2025.11.18 14:55:00,L,BLOCK,htf_trend,
2025.11.18 14:56:00,L,BLOCK,htf_trend,
2025.11.18 14:57:00,L,BLOCK,htf_trend,
2025.11.18 14:58:00,L,BLOCK,htf_trend,
2025.11.18 14:59:00,L,BLOCK,htf_trend,
2025.11.19 00:24:00,L,BLOCK,momentum,
2025.11.19 00:25:00,L,BLOCK,momentum,
2025.11.19 00:26:00,L,PASS,all,tq=6
2025.11.19 00:48:00,L,BLOCK,price_pos,px=4073.043,ema25=4075.489
2025.11.19 00:49:00,L,BLOCK,htf_trend,
2025.11.19 00:50:00,L,BLOCK,htf_trend,
2025.11.19 00:51:00,L,BLOCK,htf_trend,
2025.11.19 00:52:00,L,BLOCK,htf_trend,
2025.11.19 00:53:00,L,BLOCK,htf_trend,
2025.11.19 00:54:00,L,BLOCK,htf_trend,
2025.11.19 00:55:00,L,BLOCK,htf_trend,
2025.11.19 00:56:00,L,BLOCK,htf_trend,
2025.11.19 00:57:00,L,BLOCK,htf_trend,
2025.11.19 00:58:00,L,BLOCK,htf_trend,
2025.11.19 00:59:00,L,BLOCK,htf_trend,
2025.11.19 01:00:00,L,BLOCK,htf_trend,
2025.11.19 01:01:00,L,BLOCK,htf_trend,
2025.11.19 01:02:00,L,BLOCK,htf_trend,
2025.11.19 01:03:00,L,BLOCK,htf_trend,
2025.11.19 01:04:00,L,BLOCK,htf_trend,
2025.11.19 01:05:00,L,BLOCK,htf_trend,
2025.11.19 01:06:00,L,BLOCK,htf_trend,
2025.11.19 01:07:00,L,BLOCK,htf_trend,
2025.11.19 01:08:00,L,BLOCK,htf_trend,
2025.11.19 01:09:00,L,BLOCK,htf_trend,
2025.11.19 01:10:00,L,BLOCK,htf_trend,
2025.11.19 01:11:00,L,BLOCK,htf_trend,
2025.11.19 01:12:00,L,BLOCK,htf_trend,
2025.11.19 01:13:00,L,BLOCK,htf_trend,
2025.11.19 01:14:00,L,BLOCK,htf_trend,
2025.11.19 01:15:00,L,BLOCK,htf_trend,
2025.11.19 01:16:00,L,BLOCK,htf_trend,
2025.11.19 03:27:00,L,BLOCK,trend_strength,adx=16.79,min=19.50
2025.11.19 03:28:00,L,BLOCK,trend_strength,adx=16.13,min=19.50
2025.11.19 03:29:00,L,BLOCK,trend_strength,adx=15.56,min=19.50
2025.11.19 07:08:00,L,BLOCK,price_pos,px=4087.823,ema25=4092.183
2025.11.19 07:09:00,L,BLOCK,htf_trend,
2025.11.19 07:10:00,L,BLOCK,htf_trend,
2025.11.19 07:11:00,L,BLOCK,htf_trend,
2025.11.19 07:12:00,L,BLOCK,htf_trend,
2025.11.19 07:13:00,L,BLOCK,htf_trend,
2025.11.19 07:14:00,L,BLOCK,htf_trend,
2025.11.19 07:15:00,L,BLOCK,htf_trend,
2025.11.19 07:16:00,L,BLOCK,htf_trend,
2025.11.19 07:17:00,L,BLOCK,htf_trend,
2025.11.19 07:18:00,L,BLOCK,htf_trend,
2025.11.19 07:19:00,L,BLOCK,htf_trend,
2025.11.19 07:20:00,L,BLOCK,htf_trend,
2025.11.19 07:21:00,L,BLOCK,htf_trend,
2025.11.19 07:22:00,L,BLOCK,htf_trend,
2025.11.19 07:23:00,L,BLOCK,htf_trend,
2025.11.19 07:24:00,L,BLOCK,mtf,
2025.11.19 07:25:00,L,BLOCK,mtf,
2025.11.19 07:26:00,L,BLOCK,mtf,
2025.11.19 07:27:00,L,BLOCK,mtf,
2025.11.19 07:28:00,L,BLOCK,mtf,
2025.11.19 07:29:00,L,BLOCK,mtf,
2025.11.19 07:30:00,L,BLOCK,mtf,
2025.11.19 07:31:00,L,BLOCK,mtf,
2025.11.19 07:32:00,L,BLOCK,mtf,
2025.11.19 07:33:00,L,BLOCK,mtf,
2025.11.19 07:34:00,L,BLOCK,mtf,
2025.11.19 07:35:00,L,BLOCK,mtf,
2025.11.19 07:36:00,L,BLOCK,mtf,
2025.11.19 07:57:00,L,BLOCK,price_pos,px=4088.473,ema25=4092.702
2025.11.19 07:58:00,L,BLOCK,price_pos,px=4087.054,ema25=4092.377
2025.11.19 07:59:00,L,BLOCK,price_pos,px=4087.070,ema25=4091.968
2025.11.19 08:00:00,L,BLOCK,price_pos,px=4084.586,ema25=4091.591
2025.11.19 08:01:00,L,BLOCK,mtf,
2025.11.19 08:02:00,L,BLOCK,mtf,
2025.11.19 08:03:00,L,BLOCK,mtf,
2025.11.19 08:04:00,L,BLOCK,htf_trend,
2025.11.19 08:05:00,L,BLOCK,htf_trend,
2025.11.19 08:06:00,L,BLOCK,htf_trend,
2025.11.19 08:07:00,L,BLOCK,htf_trend,
2025.11.19 08:08:00,L,BLOCK,htf_trend,
2025.11.19 08:09:00,L,BLOCK,htf_trend,
2025.11.19 08:10:00,L,BLOCK,htf_trend,
2025.11.19 08:11:00,L,BLOCK,htf_trend,
2025.11.19 08:12:00,L,BLOCK,htf_trend,
2025.11.19 08:13:00,L,BLOCK,htf_trend,
2025.11.19 08:14:00,L,BLOCK,htf_trend,
2025.11.19 08:15:00,L,BLOCK,htf_trend,
2025.11.19 08:16:00,L,BLOCK,htf_trend,
2025.11.19 08:17:00,L,BLOCK,htf_trend,
2025.11.19 08:18:00,L,BLOCK,htf_trend,
2025.11.19 08:19:00,L,BLOCK,htf_trend,
2025.11.19 08:20:00,L,BLOCK,htf_trend,
2025.11.19 08:21:00,L,BLOCK,htf_trend,
2025.11.19 08:22:00,L,BLOCK,htf_trend,
2025.11.19 08:23:00,L,BLOCK,htf_trend,
2025.11.19 08:24:00,L,BLOCK,mtf,
2025.11.19 08:25:00,L,BLOCK,mtf,
2025.11.19 13:00:00,L,BLOCK,price_pos,px=4111.397,ema25=4116.241
2025.11.19 13:01:00,L,BLOCK,price_pos,px=4112.077,ema25=4115.868
2025.11.19 13:02:00,L,BLOCK,price_pos,px=4111.945,ema25=4115.577
2025.11.19 13:03:00,L,BLOCK,mtf,
2025.11.19 13:04:00,L,BLOCK,mtf,
2025.11.19 13:05:00,L,BLOCK,mtf,
2025.11.19 13:06:00,L,BLOCK,mtf,
2025.11.19 13:07:00,L,BLOCK,mtf,
2025.11.19 13:08:00,L,BLOCK,mtf,
2025.11.19 13:09:00,L,BLOCK,htf_trend,
2025.11.19 13:10:00,L,BLOCK,htf_trend,
2025.11.19 13:11:00,L,BLOCK,htf_trend,
2025.11.19 13:12:00,L,BLOCK,htf_trend,
2025.11.19 13:13:00,L,BLOCK,htf_trend,
2025.11.19 13:14:00,L,BLOCK,htf_trend,
2025.11.19 13:15:00,L,BLOCK,htf_trend,
2025.11.19 13:16:00,L,BLOCK,htf_trend,
2025.11.19 13:17:00,L,BLOCK,htf_trend,
2025.11.19 13:18:00,L,BLOCK,htf_trend,
2025.11.19 13:19:00,L,BLOCK,htf_trend,
2025.11.19 13:20:00,L,BLOCK,htf_trend,
2025.11.19 13:21:00,L,BLOCK,htf_trend,
2025.11.19 13:22:00,L,BLOCK,htf_trend,
2025.11.19 13:23:00,L,BLOCK,htf_trend,
2025.11.19 13:24:00,L,BLOCK,htf_trend,
2025.11.19 13:25:00,L,BLOCK,htf_trend,
2025.11.19 13:26:00,L,BLOCK,htf_trend,
2025.11.19 13:27:00,L,BLOCK,htf_trend,
2025.11.19 13:28:00,L,BLOCK,htf_trend,
2025.11.19 14:21:00,L,BLOCK,price_pos,px=4111.620,ema25=4113.731
2025.11.19 14:22:00,L,BLOCK,price_pos,px=4109.727,ema25=4113.569
2025.11.19 14:23:00,L,BLOCK,price_pos,px=4109.409,ema25=4113.274
2025.11.19 14:24:00,L,BLOCK,price_pos,px=4109.910,ema25=4112.976
2025.11.19 14:25:00,L,BLOCK,price_pos,px=4108.392,ema25=4112.740
2025.11.19 14:26:00,L,BLOCK,price_pos,px=4108.623,ema25=4112.406
2025.11.19 14:27:00,L,BLOCK,price_pos,px=4108.899,ema25=4112.115
2025.11.19 14:28:00,L,BLOCK,price_pos,px=4106.771,ema25=4111.868
2025.11.19 14:29:00,L,BLOCK,htf_trend,
2025.11.19 14:30:00,L,BLOCK,htf_trend,
2025.11.19 14:31:00,L,BLOCK,htf_trend,
2025.11.19 14:32:00,L,BLOCK,htf_trend,
2025.11.19 14:33:00,L,BLOCK,htf_trend,
2025.11.19 14:34:00,L,BLOCK,htf_trend,
2025.11.19 14:35:00,L,BLOCK,htf_trend,
2025.11.19 14:36:00,L,BLOCK,htf_trend,
2025.11.19 14:37:00,L,BLOCK,htf_trend,
2025.11.19 14:39:00,L,BLOCK,mtf,
2025.11.20 01:16:00,L,BLOCK,htf_trend,
2025.11.20 01:17:00,L,BLOCK,htf_trend,
2025.11.20 01:18:00,L,BLOCK,htf_trend,
2025.11.20 01:19:00,L,BLOCK,htf_trend,
2025.11.20 01:20:00,L,BLOCK,htf_trend,
2025.11.20 01:21:00,L,BLOCK,htf_trend,
2025.11.20 01:22:00,L,BLOCK,htf_trend,
2025.11.20 01:23:00,L,BLOCK,htf_trend,
2025.11.20 01:24:00,L,BLOCK,htf_trend,
2025.11.20 01:25:00,L,BLOCK,htf_trend,
2025.11.20 01:26:00,L,BLOCK,htf_trend,
2025.11.20 01:27:00,L,BLOCK,htf_trend,
2025.11.20 01:28:00,L,BLOCK,htf_trend,
2025.11.20 01:29:00,L,BLOCK,htf_trend,
2025.11.20 01:30:00,L,BLOCK,htf_trend,
2025.11.20 01:31:00,L,BLOCK,htf_trend,
2025.11.20 01:32:00,L,BLOCK,htf_trend,
2025.11.20 01:33:00,L,BLOCK,htf_trend,
2025.11.20 01:34:00,L,BLOCK,htf_trend,
2025.11.20 01:35:00,L,BLOCK,htf_trend,
2025.11.20 01:36:00,L,BLOCK,htf_trend,
2025.11.20 01:37:00,L,BLOCK,htf_trend,
2025.11.20 01:40:00,L,BLOCK,htf_trend,
2025.11.20 01:41:00,L,BLOCK,htf_trend,
2025.11.20 01:42:00,L,BLOCK,htf_trend,
2025.11.20 01:43:00,L,BLOCK,htf_trend,
2025.11.20 01:44:00,L,BLOCK,htf_trend,
2025.11.20 03:06:00,S,BLOCK,htf_trend,
2025.11.20 03:07:00,S,BLOCK,htf_trend,
2025.11.20 03:08:00,S,BLOCK,htf_trend,
2025.11.20 03:09:00,S,BLOCK,htf_trend,
2025.11.20 03:10:00,S,BLOCK,htf_trend,
2025.11.20 03:11:00,S,BLOCK,htf_trend,
2025.11.20 03:12:00,S,BLOCK,htf_trend,
2025.11.20 03:13:00,S,BLOCK,htf_trend,
2025.11.20 03:14:00,S,BLOCK,htf_trend,
2025.11.20 03:15:00,S,BLOCK,htf_trend,
2025.11.20 03:16:00,S,BLOCK,htf_trend,
2025.11.20 03:17:00,S,BLOCK,htf_trend,
2025.11.20 03:18:00,S,BLOCK,htf_trend,
2025.11.20 03:19:00,S,BLOCK,htf_trend,
2025.11.20 03:20:00,S,BLOCK,htf_trend,
2025.11.20 03:21:00,S,BLOCK,htf_trend,
2025.11.20 03:22:00,S,BLOCK,htf_trend,
2025.11.20 03:23:00,S,BLOCK,htf_trend,
2025.11.20 03:24:00,S,BLOCK,htf_trend,
2025.11.20 03:25:00,S,BLOCK,htf_trend,
2025.11.20 03:26:00,S,BLOCK,htf_trend,
2025.11.20 03:28:00,S,BLOCK,htf_trend,
2025.11.20 06:08:00,S,BLOCK,trend_strength,adx=19.45,min=19.50
2025.11.20 06:09:00,S,BLOCK,price_pos,px=4076.122,ema25=4069.667
2025.11.20 06:10:00,S,BLOCK,price_pos,px=4075.365,ema25=4070.163
2025.11.20 06:11:00,S,BLOCK,price_pos,px=4074.990,ema25=4070.563
2025.11.20 06:12:00,S,BLOCK,price_pos,px=4073.976,ema25=4070.904
2025.11.20 06:15:00,S,BLOCK,trend_strength,adx=16.28,min=19.50
2025.11.20 06:16:00,S,BLOCK,trend_strength,adx=16.93,min=19.50
